Genus	Species	Samplinglocation	Country	Year	Date	Sample number (on tube or bag)	Individual number	Extraction y/n?	Extraction date	Sex	Status	Sampled by	Sample type	Place of capture	Reproductive status	Weight	Length	Tail length	Latitude	Longitude	Remarks	Latitude (swiss)	Longitude (swiss)	Microsat	Cytochrom b	Control region	avpr1a	Specimen-20	"GewebeRack Number in Fridge oder -20C oder -80C, Gut samples"	DNADNA_.Number.in..20	RNARNA_.Number.in..80	Lung.Tissue	Screened? (TULV)	Positive? (TULV)	S-Segment	M-Segment	L-Segment	Genome	Swab 2 Tubes per Sample	Published	Add								
Microtus	arvalis	Mühledorf	Switzerland	2004	12/07/2004	MarMd19	MarMd19	+		m		Birgit Thorenz	tail	Mühledorf		30	9				lw64									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	13/07/2004	MarMd20	MarMd20	+		f		Birgit Thorenz	tail	Mühledorf		30	10				lw50									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	13/07/2004	MarMd21	MarMd21	+		f		Birgit Thorenz	tail	Mühledorf		25	9.5				lw58									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	13/07/2004	MarMd22	MarMd22	+		m		Birgit Thorenz	tail	Mühledorf		24	9				lw60									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	14/07/2004	MarBs01	MarBs01			m		BT	tail			25	10																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	14/07/2004	MarBs02	MarBs02			m		BT	tail			28	9.5																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	14/07/2004	MarBs03	MarBs03			m		BT	tail			21	8																																
Microtus	arvalis	Mühledorf	Switzerland	2004	14/07/2004	MarMd23	MarMd23	+		m		Birgit Thorenz	tail	Mühledorf		37	9.5				lw33									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	14/07/2004	MarMd24	MarMd24	+		m		Birgit Thorenz	tail	Mühledorf		35	9.5				lw54									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	14/07/2004	MarMd25	MarMd25	+		f		Birgit Thorenz	tail	Mühledorf		10	5				lw39									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	14/07/2004	MarMd26	MarMd26	+		m		Birgit Thorenz	specimen	Mühledorf		24	9				lw48									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	14/07/2004	MarMd27	MarMd27	+		m		Birgit Thorenz	tail	Mühledorf		21	10				lw37									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	15/07/2004	MarBs04	MarBs04			f		BT	specimen			32	10.5																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	15/07/2004	MarBs05	MarBs05			f		BT	tail			37	11																																
Microtus	arvalis	Mühledorf	Switzerland	2004	15/07/2004	MarMd28	MarMd28	+		juv		Birgit Thorenz	specimen	Mühledorf		15	7				lw38									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	15/07/2004	MarMd29	MarMd29	+		?		Birgit Thorenz	specimen	Mühledorf		?	?				lw43									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	15/07/2004	MarMd30	MarMd30	+		m		Birgit Thorenz	tail	Mühledorf		30	8.5				lw34									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	15/07/2004	MarMd31	MarMd31	+		m		Birgit Thorenz	tail	Mühledorf		42	12.5				lw55									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Mühledorf	Switzerland	2004	15/07/2004	MarMd32	MarMd32	+		juv		Birgit Thorenz	tail	Mühledorf		17	7.5				lw39									DNA_01	big red RNA_ 8																		
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	21/07/2004	MarBs06	MarBs06			f		BT	tail			20	7.5																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	21/07/2004	MarBs07	MarBs07			m		BT	tail			20	8																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	22/07/2004	MarBs08	MarBs08			?		BT	tail			20.5	8.5																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	22/07/2004	MarBs09	MarBs09			f		BT	tail			23	9																																
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe076	MarBe076			f		GH	ear			28																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe077	MarBe077			m		GH	ear			35					"grosse, weisse Flecken im Gesicht hinter Augen: Alter?"																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe078	MarBe078			m		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe079	MarBe079			m		GH	ear			20																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe080	MarBe080			m		GH	ear			20																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe081	MarBe081			m		GH	ear			16																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe082	MarBe082			f		GH	specimen			29					"grosse, weisse Flecken im Gesicht hinter Augen: Alter?"																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe083	MarBe083			f		GH	ear			18																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe084	MarBe084			f		GH	ear			39																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe085	MarBe085			m		GH	ear			13																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe086	MarBe086			f		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe087	MarBe087			f		GH	ear			38																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe088	MarBe088			f		GH	ear			24																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe089	MarBe089			f		GH	ear			32																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe090	MarBe090			f		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe091	MarBe091			f		GH	ear			23																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe092	MarBe092			m		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe093	MarBe093			f		GH	ear			14																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe094	MarBe094			f		GH	ear			22																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe095	MarBe095			m		GH	ear			35																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe096	MarBe096			f		GH	ear			20																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe097	MarBe097			f		GH	ear			28																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe098	MarBe098			f		GH	ear			27																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe099	MarBe099			f		GH	ear			16																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe100	MarBe100			f		GH	ear			16																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe101	MarBe101			f		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe102	MarBe102			f		GH	ear			30																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe103	MarBe103			f		GH	ear			30					"grosse, weisse Flecken im Gesicht hinter Augen: Alter?"																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe104	MarBe104			m		GH	ear			14																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe105	MarBe105			f		GH	ear			42																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe106	MarBe106			f		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe107	MarBe107			f		GH	ear			39																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe108	MarBe108			f		GH	ear			35																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe109	MarBe109			f		GH	ear			29																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe110	MarBe110			f		GH	ear			30																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe111	MarBe111			f		GH	ear			20																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe112	MarBe112			m		GH	ear			15																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe113	MarBe113			m		GH	ear			20					"Zusammen mit MarBe114 in einer Falle gefangen! Spaeter Wiederfang, wieder zusammen!!!!!"																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe114	MarBe114			f		GH	ear			33					"Zusammen mit MarBe113 in einer Falle gefangen! Spaeter Wiederfang, wieder zusammen!!!!!"																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe115	MarBe115			f		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe116	MarBe116			f		GH	ear			30																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe117	MarBe117			m		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe118	MarBe118			f		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe119	MarBe119			f		GH	ear			13																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe120	MarBe120			f		GH	ear			41		Zusammen mit anderem Tier (Wiederfang!) in derselben Falle!!!																															
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe121	MarBe121			m		GH	ear			10																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe122	MarBe122			f		GH	ear			25																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe123	MarBe123			m		GH	ear			11																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe124	MarBe124			f		GH	ear			23																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe125	MarBe125			m		GH	ear			18																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe126	MarBe126			m		GH	ear			9																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe127	MarBe127			m		GH	ear			22																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe128	MarBe128			m		GH	ear			35					"grosse, weisse Flecken im Gesicht hinter Augen: Alter?"																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe129	MarBe129			m		GH	ear			22																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe130	MarBe130			m		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe131	MarBe131			m		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe132	MarBe132			f		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe133	MarBe133			f		GH	ear			37																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe134	MarBe134			m		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe135	MarBe135			m		GH	ear			38																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe136	MarBe136			f		GH	ear			33																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe137	MarBe137			f		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe138	MarBe138			m		GH	ear			16																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe139	MarBe139			m		GH	ear			11																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe140	MarBe140			m		GH	ear			12																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe141	MarBe141			f		GH	ear			39																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe142	MarBe142			m		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe143	MarBe143			m		GH	ear			10		Zusammen mit anderem Tier (Wiederfang F) in derselben Falle!!!																															
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe144	MarBe144			f		GH	ear			17																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe145	MarBe145			f		GH	ear			6																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe146	MarBe146			f		GH	ear			9					linker Hinterfuss gelaehmt																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe147	MarBe147			f		GH	ear			6					Zusammen mit MarBe148 in einer Falle gefangen! Mutter + Jungtier?																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe148	MarBe148			f		GH	ear			32					Zusammen mit MarBe147 in einer Falle gefangen! Mutter + Jungtier?																												
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe149	MarBe149			f		GH	ear			10																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe150	MarBe150			f		GH	ear			4																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe151	MarBe151			f		GH	ear			8																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe152	MarBe152			f		GH	ear			13																																	
Microtus	arvalis	"Belp,transmitterplot"	Switzerland	2004	23/07/2004	MarBe153	MarBe153			m		GH	ear			14																																	
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	1	MarCHSa01			m		GH	ear	Zwischen den Tuempeln		17												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	2	MarCHSa02			f		GH	ear	Zwischen den Tuempeln		34												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	3	MarCHSa03			m		GH	ear	Zwischen den Tuempeln		16												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	4	MarCHSa04			f		GH	ear	Zwischen den Tuempeln		35												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	5	MarCHSa05			f		GH	ear	Zwischen den Tuempeln		14												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	6	MarCHSa06			m		GH	ear	Zwischen den Tuempeln		12												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	7	MarCHSa07			f		GH	ear	Zwischen den Tuempeln		13												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	8	MarCHSa08			f		GH	ear	Zwischen den Tuempeln		18												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	9	MarCHSa09			f		GH	ear	Zwischen den Tuempeln		24												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	10	MarCHSa10			f		GH	ear	Zwischen den Tuempeln		33												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	11	MarCHSa11			f		GH	ear	Zwischen den Tuempeln		14												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	31/07/2004	12	MarCHSa12			m		GH	ear	Zwischen den Tuempeln		13												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	13	MarCHSa13			m		GH	ear	Zwischen den Tuempeln		12												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	14	MarCHSa14			m		GH	ear	Zwischen den Tuempeln		17												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	15	MarCHSa15			f		GH	ear	Zwischen den Tuempeln		31												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	16	MarCHSa16			m		GH	ear	Zwischen den Tuempeln		16												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	17	MarCHSa17			m		GH	ear	Zwischen den Tuempeln		11												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	18	MarCHSa18			f		GH	ear	Zwischen den Tuempeln		14												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	19	MarCHSa19			m		GH	ear	Zwischen den Tuempeln		19												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	20	MarCHSa20			f		GH	ear	Zwischen den Tuempeln		13												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	21	MarCHSa21			f		GH	ear	Zwischen den Tuempeln		26												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	22	MarCHSa22			f		GH	ear	Zwischen den Tuempeln		29												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	23	MarCHSa23			f		GH	ear	Zwischen den Tuempeln		11												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	"Sand,""Waffenplatz"",beiSchoenbuehl,BE"	Switzerland	2004	01/08/2004	24	MarCHSa24			f		GH	ear	Zwischen den Tuempeln		17												Big red Box 9	Box234 / -20°C																				
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	04/08/2004	MarBs10	MarBs10			m		BT	tail			28	9.5																																
Microtus	arvalis	Burgistein(Gürbetal)	Switzerland	2004	04/08/2004	MarBs11	MarBs11			m		BT	tail			34	12																																
Microtus	arvalis	"Laufen,BL,StrassenachOberrüti,BrachegegenüberZivilschutzzentrum"	Switzerland	2004	04/08/2004	MarCHLf01      	MarCHLf01      	y		f		GH	specimen			30	10		47.40459619	7.442611573		250420	600300	microsat		control region		Big red Box 85 ev. Not sure	Rack 29 + Guts in Gut Box 04 in  4° Room (in 15ml containers)	DNA_01	143_38	263_35	yes	no															
